city,latitude,longitude,date,nkill,nwound,gname
Madagali,10.890928,13.627589,2016-12-09,59.0,177.0,Boko Haram
Istanbul,41.106178,28.689863,2016-12-10,24.0,82.0,Kurdistan Freedom Hawks (TAK)
Aden,12.825647,44.846416,2016-12-10,58.0,29.0,Adan-Abyan Province of the Islamic State
Mogadishu,2.059819,45.326115,2016-12-10,2.0,4.0,Al-Shabaab
Mosul,36.354145,43.14357,2016-12-10,,,Unknown
Palmyra,34.558525,38.293671,2016-12-10,433.0,,Islamic State of Iraq and the Levant (ISIL)
Cairo,30.084629,31.334314,2016-12-11,29.0,46.0,Islamic State in Egypt
Halabsah,33.332394,43.712822,2016-12-11,2.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Fallujah,33.349159,43.784199,2016-12-11,2.0,2.0,Islamic State of Iraq and the Levant (ISIL)
Ayn al-Hisyan,36.318344,42.21035,2016-12-11,,0.0,Islamic State of Iraq and the Levant (ISIL)
Maiduguri,11.840929,13.141459,2016-12-11,2.0,17.0,Boko Haram
Bawizah,36.434563,43.158421,2016-12-13,19.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-14,,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-14,,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-14,,0.0,Islamic State of Iraq and the Levant (ISIL)
Mogadishu,2.059819,45.326115,2016-12-15,1.0,3.0,Al-Shabaab
Rann,12.268526,14.46611,2016-12-15,0.0,0.0,Boko Haram
Hyderabad,25.389288,68.357338,2016-12-16,1.0,0.0,Unknown
Damascus,33.515244,36.292084,2016-12-16,1.0,3.0,Al-Nusrah Front
Mosul,36.354145,43.14357,2016-12-16,34.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-16,33.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-16,33.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-16,14.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-16,13.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Bawizah,36.434563,43.158421,2016-12-16,25.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-16,11.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Athba,36.228695,43.105652,2016-12-16,11.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Kayseri,38.720489,35.482597,2016-12-17,16.0,53.0,Kurdistan Freedom Hawks (TAK)
Aden,12.825647,44.846416,2016-12-18,53.0,90.0,Adan-Abyan Province of the Islamic State
Maiduguri,11.840929,13.141459,2016-12-18,2.0,3.0,Unknown
Benghazi,32.069286,20.151144,2016-12-18,8.0,8.0,Barqa Province of the Islamic State
Mosul,36.354145,43.14357,2016-12-19,9.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Bab,36.366199,37.512276,2016-12-19,2.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-20,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Kabul,34.516895,69.147011,2016-12-21,11.0,6.0,Taliban
Baghdad,33.303566,44.371773,2016-12-21,2.0,0.0,Unknown
Mosul,36.354145,43.14357,2016-12-21,9.0,13.0,Unknown
Ramadi,33.420948,43.295662,2016-12-21,14.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-21,2.0,0.0,Unknown
Bab,36.366199,37.512276,2016-12-21,13.0,18.0,Islamic State of Iraq and the Levant (ISIL)
Unknown,36.229574,42.236244,2016-12-21,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mafa,11.924,13.598653,2016-12-22,2.0,3.0,Unknown
Limankara,10.9825,13.660556,2016-12-22,2.0,0.0,Unknown
Mosul,36.354145,43.14357,2016-12-22,33.0,60.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-22,3.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-22,3.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-22,3.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-22,3.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Sharana,33.1782,68.752533,2016-12-24,0.0,0.0,Taliban
Khalis district,33.843044,44.521936,2016-12-24,1.0,3.0,Unknown
Mora,11.046735,14.140454,2016-12-25,1.0,0.0,Boko Haram
Mora,11.046735,14.140454,2016-12-25,3.0,5.0,Boko Haram
Mosul,36.354145,43.14357,2016-12-25,17.0,,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-25,17.0,,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-25,17.0,,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-25,21.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Lashkar Gah,31.60063,64.369652,2016-12-26,2.0,3.0,Taliban
As Sakran,34.192039,42.497272,2016-12-26,,0.0,Islamic State of Iraq and the Levant (ISIL)
Kesawa,11.842665,12.775954,2016-12-26,2.0,0.0,Boko Haram
Jalalaqsi,3.381584,45.598389,2016-12-28,1.0,0.0,Al-Shabaab
Bawizah,36.434563,43.158421,2016-12-28,60.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Tilkef,36.490555,43.121437,2016-12-28,,,Islamic State of Iraq and the Levant (ISIL)
Tarmiyah,33.669689,44.381317,2016-12-29,3.0,0.0,Unknown
Mosul,36.354145,43.14357,2016-12-29,,,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-29,,,Unknown
Rahim Yar Khan,28.429742,70.277379,2016-12-30,1.0,2.0,Khorasan Chapter of the Islamic State
Maiduguri,11.840929,13.141459,2016-12-31,2.0,1.0,Boko Haram
Baghdad,33.303566,44.371773,2016-12-31,2.0,0.0,Unknown
Baghdad,33.303566,44.371773,2016-12-31,15.0,22.0,Islamic State of Iraq and the Levant (ISIL)
Baghdad,33.303566,44.371773,2016-12-31,15.0,21.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2016-12-31,,0.0,Islamic State of Iraq and the Levant (ISIL)
Tartus,34.895928,35.886652,2017-01-01,4.0,,Islamic State of Iraq and the Levant (ISIL)
Qadisiyah,31.697046,44.47716,2017-01-01,9.0,15.0,Islamic State of Iraq and the Levant (ISIL)
Mogadishu,2.002975,45.273875,2017-01-02,6.0,11.0,Al-Shabaab
Mogadishu,2.059819,45.326115,2017-01-02,5.0,10.0,Al-Shabaab
Mosul,36.354145,43.14357,2017-01-02,10.0,0.0,Unknown
Baghdad,33.303566,44.371773,2017-01-02,36.0,61.0,Islamic State of Iraq and the Levant (ISIL)
Samarra,34.208416,43.890713,2017-01-02,6.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Samarra,34.208416,43.890713,2017-01-02,5.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Shahjoy district,32.519241,67.416481,2017-01-02,1.0,0.0,Unknown
Unknown,31.164289,16.887761,2017-01-03,1.0,0.0,Tripoli Province of the Islamic State
Ramadi,33.409771,43.198972,2017-01-03,2.0,1.0,Islamic State of Iraq and the Levant (ISIL)
Sirte,31.203173,16.643446,2017-01-04,1.0,0.0,Tripoli Province of the Islamic State
Mosul,36.354145,43.14357,2017-01-04,6.0,14.0,Islamic State of Iraq and the Levant (ISIL)
Wafa,33.426248,42.977081,2017-01-04,0.0,0.0,Unknown
Bakin Dutse,10.842934,13.483585,2017-01-04,3.0,0.0,Boko Haram
Gwoza district,11.089722,13.688377,2017-01-04,3.0,0.0,Unknown
Benghazi,32.069286,20.151144,2017-01-05,6.0,0.0,Barqa Province of the Islamic State
Qaysar,35.687365,64.293428,2017-01-05,3.0,7.0,Taliban
Jableh,35.361572,35.927155,2017-01-05,12.0,35.0,Islamic State of Iraq and the Levant (ISIL)
Dawr,34.458889,43.791004,2017-01-06,6.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Hadithah,34.160587,42.37254,2017-01-06,13.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Wadea district,13.713333,46.011944,2017-01-07,7.0,20.0,Unknown
Urgun district,32.861513,69.126826,2017-01-07,0.0,0.0,Unknown
Baghdad,33.303566,44.371773,2017-01-08,12.0,25.0,Islamic State of Iraq and the Levant (ISIL)
Baghdad,33.303566,44.371773,2017-01-08,7.0,13.0,Islamic State of Iraq and the Levant (ISIL)
Garki Muna,11.831098,13.150967,2017-01-08,4.0,0.0,Boko Haram
Maiduguri,11.840929,13.141459,2017-01-08,2.0,0.0,Boko Haram
Maiduguri,11.840929,13.141459,2017-01-08,2.0,0.0,Boko Haram
Arish,31.126646,33.800865,2017-01-09,14.0,13.0,Sinai Province of the Islamic State
Albu Alwan,33.438056,44.016667,2017-01-09,0.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Lashkar Gah,31.60063,64.369652,2017-01-10,8.0,2.0,Taliban
Kabul,34.516895,69.147011,2017-01-10,20.0,36.0,Taliban
Kabul,34.516895,69.147011,2017-01-10,20.0,36.0,Taliban
Baqubah,33.74324,44.623825,2017-01-10,1.0,0.0,Unknown
Gaziantep,37.067631,37.37315,2017-01-10,1.0,1.0,Unknown
Dougue,10.631559,14.658782,2017-01-11,2.0,1.0,Boko Haram
Kolofata,11.162543,14.013976,2017-01-11,2.0,0.0,Unknown
Damascus,33.484396,36.268508,2017-01-12,12.0,17.0,Al-Nusrah Front
Mosul,36.354145,43.14357,2017-01-12,5.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Madagali,10.890928,13.627589,2017-01-13,9.0,14.0,Boko Haram
Hadithah,34.160587,42.37254,2017-01-14,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Khalis,33.848618,44.522125,2017-01-15,10.0,20.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-01-15,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Jub al-Barazi,36.445278,37.627222,2017-01-15,13.0,30.0,Islamic State of Iraq and the Levant (ISIL)
Maiduguri,11.840929,13.141459,2017-01-16,2.0,9.0,Boko Haram
Maiduguri,11.840929,13.141459,2017-01-16,2.0,8.0,Boko Haram
Khalis,33.848618,44.522125,2017-01-16,2.0,4.0,Unknown
Gao,16.263981,-0.027987,2017-01-18,82.0,115.0,Al-Qaida in the Islamic Maghreb (AQIM)
Banki,11.255011,14.150642,2017-01-18,2.0,0.0,Boko Haram
Mosul,36.354145,43.14357,2017-01-19,4.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Tripoli,32.867867,13.189067,2017-01-21,2.0,0.0,Unknown
Manbij,36.528557,37.954094,2017-01-21,0.0,0.0,Kurdistan Workers' Party (PKK)
Bayt Jin,33.311512,35.918564,2017-01-08,6.0,15.0,Al-Nusrah Front
Beirut,33.888523,35.503513,2017-01-21,0.0,1.0,Islamic State of Iraq and the Levant (ISIL)
Baghdad,33.303566,44.371773,2017-01-23,1.0,0.0,Unknown
Tharthar,33.683266,43.473259,2017-01-23,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Maiduguri,11.840929,13.141459,2017-01-25,1.0,0.0,Unknown
Mogadishu,2.059819,45.326115,2017-01-25,34.0,41.0,Al-Shabaab
Maiduguri,11.840929,13.141459,2017-01-25,2.0,2.0,Unknown
Ghazni,33.542622,68.415329,2017-01-26,1.0,2.0,Unknown
Kulbiyow,-1.136914,41.223171,2017-01-27,79.0,15.0,Al-Shabaab
Ramadi,33.420948,43.295662,2017-01-27,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Unknown,33.315633,43.641564,2017-01-27,0.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Fallujah,33.349159,43.784199,2017-01-28,2.0,1.0,Islamic State of Iraq and the Levant (ISIL)
Aski Mosul,36.513781,42.735193,2017-01-28,7.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Fallujah,33.349159,43.784199,2017-01-28,2.0,1.0,Islamic State of Iraq and the Levant (ISIL)
Hammam al-Alil,36.158558,43.2551,2017-01-29,9.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Sangin district,32.071931,64.838837,2017-01-30,35.0,49.0,Taliban
Baghdad,33.303566,44.371773,2017-01-30,3.0,0.0,Unknown
Baghdad,33.303566,44.371773,2017-01-30,2.0,0.0,Unknown
Hudaydah,14.781294,42.972851,2017-01-30,3.0,3.0,Houthi extremists (Ansar Allah)
Banki,11.255011,14.150642,2017-01-31,1.0,0.0,Boko Haram
Dalori,11.761901,13.266306,2017-01-31,2.0,0.0,Boko Haram
Mora,11.046735,14.140454,2017-01-31,7.0,7.0,Boko Haram
Geliokhana,36.728056,43.3425,2017-01-31,0.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-01-31,0.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Hadithah district,34.139722,42.378056,2017-02-05,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-02-05,0.0,0.0,Unknown
Kabul,34.516895,69.147011,2017-02-07,22.0,41.0,Khorasan Chapter of the Islamic State
Mandan,32.960565,70.605692,2017-02-07,1.0,2.0,Tehrik-i-Taliban Pakistan (TTP)
Dawr,34.458889,43.791004,2017-02-08,3.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Maiduguri,11.840929,13.141459,2017-02-07,1.0,0.0,Boko Haram
Dand Patan district,33.791667,69.910833,2017-02-08,3.0,1.0,Unknown
Dawr district,34.4575,43.798333,2017-02-08,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Tall Abtah,35.944855,42.564484,2017-02-08,11.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Tall Abtah,35.944855,42.564484,2017-02-08,11.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Amiriyat al-Fallujah,33.163559,43.863106,2017-02-09,3.0,2.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-02-10,2.0,7.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-02-10,5.0,7.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-02-10,1.0,0.0,Unknown
Lashkar Gah,31.60063,64.369652,2017-02-11,7.0,21.0,Taliban
Ayn Talawi,36.3825,42.216667,2017-02-12,17.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Ayn al-Hisyan,36.318344,42.21035,2017-02-12,17.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Ash Shariah,36.349444,42.265556,2017-02-12,16.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Al-Arbaj,36.158056,43.259444,2017-02-12,3.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Daraa,32.622334,36.103756,2017-02-12,8.0,1.0,Hay'at Tahrir al-Sham
Daraa,32.622334,36.103756,2017-02-12,8.0,1.0,Hay'at Tahrir al-Sham
Daraa,32.622334,36.103756,2017-02-12,7.0,1.0,Hay'at Tahrir al-Sham
Lahore,31.50547,74.34288,2017-02-13,16.0,56.0,Tehrik-i-Taliban Pakistan (TTP)
Radaa,14.413989,44.837418,2017-02-14,4.0,8.0,Al Bayda Province of the Islamic State
Ghalanai,34.320023,71.399002,2017-02-15,7.0,7.0,Tehrik-i-Taliban Pakistan (TTP)
Hayatabad,33.976307,71.437157,2017-02-15,2.0,15.0,Tehrik-i-Taliban Pakistan (TTP)
Musa Kor,34.621389,71.425833,2017-02-15,1.0,0.0,Tehrik-i-Taliban Pakistan (TTP)
Baghdad,33.303566,44.371773,2017-02-15,10.0,30.0,Islamic State of Iraq and the Levant (ISIL)
Tal Abta,35.69,42.548889,2017-02-15,7.0,,Islamic State of Iraq and the Levant (ISIL)
Bab,36.366199,37.512276,2017-02-15,17.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Sehwan,26.421478,67.860947,2017-02-16,91.0,351.0,Khorasan Chapter of the Islamic State
Radhwaniyah,33.185299,44.26778,2017-02-16,1.0,0.0,Unknown
Mosul,36.354145,43.14357,2017-02-16,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-02-16,0.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Maiduguri,11.840929,13.141459,2017-02-16,2.0,0.0,Boko Haram
Maiduguri,11.840929,13.141459,2017-02-16,1.0,0.0,Boko Haram
Orakzai district,33.697271,71.144852,2017-02-17,4.0,0.0,Khorasan Chapter of the Islamic State
Orakzai district,33.697271,71.144852,2017-02-17,4.0,0.0,Khorasan Chapter of the Islamic State
Maiduguri,11.840929,13.141459,2017-02-17,4.0,8.0,Boko Haram
Mosul,36.354145,43.14357,2017-02-18,1.0,0.0,Unknown
Mogadishu,2.059819,45.326115,2017-02-19,40.0,47.0,Al-Shabaab
Mosul,36.354145,43.14357,2017-02-19,2.0,11.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-02-19,2.0,6.0,Islamic State of Iraq and the Levant (ISIL)
Tall Keysoum,36.279275,42.990708,2017-02-20,,,Islamic State of Iraq and the Levant (ISIL)
Charsadda,34.14658,71.743538,2017-02-21,10.0,22.0,Tehrik-i-Taliban Pakistan (TTP)
Ayn al-Hisyan,36.318344,42.21035,2017-02-21,9.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Ishaqi,34.023571,44.031361,2017-02-21,5.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Unknown,35.670747,66.046353,2017-02-21,0.0,0.0,Unknown
Am Chide,11.236522,14.126195,2017-02-22,2.0,2.0,Boko Haram
Mansour,32.508056,67.8325,2017-02-21,2.0,0.0,Unknown
Karbala,32.604393,44.007145,2017-02-22,1.0,0.0,Unknown
Khalis,33.848618,44.522125,2017-02-23,3.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Khalis,33.848618,44.522125,2017-02-23,3.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Jurf Naddaf,33.242447,44.562172,2017-02-23,1.0,0.0,Unknown
Zinjibar,13.129726,45.385571,2017-02-24,6.0,11.0,Al-Qaida in the Arabian Peninsula (AQAP)
Sousian,36.432888,37.442127,2017-02-24,78.0,100.0,Islamic State of Iraq and the Levant (ISIL)
Bab,36.366199,37.512276,2017-02-24,3.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Nahri Saraj district,31.829949,64.568109,2017-02-24,3.0,1.0,Taliban
Mosul,36.354145,43.14357,2017-02-24,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Trebiel,32.74815,39.027969,2017-02-24,15.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Homs,34.717705,36.722824,2017-02-25,33.0,17.0,Hay'at Tahrir al-Sham
Homs,34.717705,36.722824,2017-02-25,15.0,17.0,Hay'at Tahrir al-Sham
Mazrah,34.884941,43.492664,2017-02-25,6.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Al-Qawarishah,32.006588,20.07247,2017-02-26,3.0,7.0,Unknown
Constantine,36.368943,6.619856,2017-02-26,1.0,3.0,Algeria Province of the Islamic State
Mogadishu,2.059819,45.326115,2017-02-27,1.0,4.0,Al-Shabaab
Mosul,36.354145,43.14357,2017-02-28,0.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Dhuluiya,34.057114,44.218292,2017-02-28,3.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Kabul,34.516895,69.147011,2017-03-01,16.0,53.0,Taliban
Arzan Qimat,34.513279,69.32814,2017-03-01,14.0,54.0,Taliban
Maiduguri,11.840929,13.141459,2017-03-03,3.0,0.0,Boko Haram
Dawasah,36.508533,42.842224,2017-03-04,10.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Deir Hafir,36.156528,37.707882,2017-03-04,9.0,,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-03-05,9.0,0.0,Unknown
Azaz,36.585438,37.046921,2017-03-05,8.0,,Islamic State of Iraq and the Levant (ISIL)
Pandola,34.08218,70.667035,2017-03-05,9.0,2.0,Khorasan Chapter of the Islamic State
Girdi,34.108611,70.666667,2017-03-05,8.0,1.0,Khorasan Chapter of the Islamic State
Abdul Khel,34.074979,70.69829,2017-03-05,8.0,1.0,Khorasan Chapter of the Islamic State
Goshtal,34.091049,70.69136,2017-03-05,8.0,1.0,Khorasan Chapter of the Islamic State
Kabul,34.516895,69.147011,2017-03-08,54.0,50.0,Khorasan Chapter of the Islamic State
Al-Faris district,33.673248,44.361488,2017-03-08,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Taji,33.540672,44.251266,2017-03-08,1.0,0.0,Unknown
Hajjaj,34.834415,43.515133,2017-03-08,10.0,9.0,Islamic State of Iraq and the Levant (ISIL)
Hajjaj,34.834415,43.515133,2017-03-08,10.0,8.0,Islamic State of Iraq and the Levant (ISIL)
Hajjaj,34.834415,43.515133,2017-03-08,10.0,8.0,Islamic State of Iraq and the Levant (ISIL)
Arish,31.126646,33.800865,2017-03-09,3.0,4.0,Sinai Province of the Islamic State
Damascus,33.515244,36.292084,2017-03-11,38.0,,Hay'at Tahrir al-Sham
Khost,33.335258,69.928467,2017-03-11,1.0,0.0,Taliban
Ummarari,11.738414,13.104076,2017-03-11,2.0,0.0,Unknown
Tal Afar,36.289417,42.411853,2017-03-12,18.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mogadishu,2.059819,45.326115,2017-03-13,1.0,2.0,Al-Shabaab
Mogadishu,2.059819,45.326115,2017-03-13,8.0,4.0,Al-Shabaab
Kismayo,-0.357847,42.54665,2017-03-13,1.0,0.0,Unknown
Palmyra,34.558525,38.293671,2017-03-13,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Raasni,32.740789,67.624498,2017-03-13,3.0,0.0,Taliban
Badush,36.407394,42.964626,2017-03-12,2.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Damascus,33.515244,36.292084,2017-03-15,32.0,60.0,Islamic State of Iraq and the Levant (ISIL)
Damascus,33.515244,36.292084,2017-03-15,1.0,28.0,Islamic State of Iraq and the Levant (ISIL)
Usmanti,11.831098,13.150967,2017-03-15,6.0,16.0,Boko Haram
Mosul,36.354145,43.14357,2017-03-15,5.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Lashkar Gah,31.60063,64.369652,2017-03-16,0.0,0.0,Taliban
Dhaka,23.791275,90.418205,2017-03-17,1.0,2.0,Islamic State in Bangladesh
Michni,34.186944,71.445278,2017-03-17,3.0,5.0,Tehrik-i-Taliban Pakistan (TTP)
Saberi district,33.45715,69.989929,2017-03-17,5.0,26.0,Taliban
Daronta,34.475151,70.362976,2017-03-17,2.0,0.0,Taliban
Mushahidah,33.649971,44.261543,2017-03-17,1.0,1.0,Islamic State of Iraq and the Levant (ISIL)
Nesh district,32.372482,65.67716,2017-03-18,1.0,4.0,Taliban
Dhaka,23.791275,90.418205,2017-03-18,1.0,2.0,Unknown
Ummarari,11.889908,13.310012,2017-03-18,7.0,8.0,Boko Haram
Damascus,33.515244,36.292084,2017-03-19,10.0,,Hay'at Tahrir al-Sham
Damascus,33.515244,36.292084,2017-03-19,10.0,,Hay'at Tahrir al-Sham
Mosul,36.354145,43.14357,2017-03-19,9.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-03-19,8.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Husseiniyah,33.548306,44.415733,2017-03-20,1.0,0.0,Unknown
Gereshk,31.825871,64.576431,2017-03-20,7.0,7.0,Taliban
Mogadishu,2.059819,45.326115,2017-03-21,8.0,11.0,Al-Shabaab
Mosul,36.354145,43.14357,2017-03-21,,,Islamic State of Iraq and the Levant (ISIL)
Suran,35.281712,36.731991,2017-03-21,,,Hay'at Tahrir al-Sham
Suran,35.288154,36.741528,2017-03-21,,,Hay'at Tahrir al-Sham
Nesh district,32.36446,65.706579,2017-03-22,1.0,0.0,Unknown
Maiduguri,11.840929,13.141459,2017-03-22,5.0,7.0,Unknown
Maiduguri,11.869216,13.242855,2017-03-22,2.0,7.0,Unknown
Maiduguri,11.840929,13.141459,2017-03-22,1.0,6.0,Unknown
Dhaka,23.791275,90.418205,2017-03-24,1.0,3.0,Islamic State in Bangladesh
Naurskaya,43.662722,45.320578,2017-03-24,12.0,3.0,Caucasus Province of the Islamic State
Mogadishu,2.059819,45.326115,2017-03-24,3.0,5.0,Al-Shabaab
Amiriya,33.172411,43.878825,2017-03-26,1.0,1.0,Unknown
Tikrit,34.621521,43.668377,2017-03-26,12.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Lahij,13.063399,44.880882,2017-03-27,20.0,4.0,Al-Qaida in the Arabian Peninsula (AQAP)
Kanus,35.676876,43.294392,2017-03-27,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Sinjar,36.319386,41.861473,2017-03-28,4.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Ain al-Hassan,36.322256,41.863909,2017-03-28,36.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Baghdad,33.303566,44.371773,2017-03-29,16.0,45.0,Islamic State of Iraq and the Levant (ISIL)
Wumyeduga,11.156084,12.756611,2017-03-30,6.0,9.0,Boko Haram
Parachinar,33.897995,70.107536,2017-03-31,24.0,136.0,Tehrik-i-Taliban Pakistan (TTP)
Hammam al-Alil,36.158558,43.2551,2017-03-31,2.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Sukkar,33.396009,40.005078,2017-03-31,2.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Syedkhel,33.346389,69.498333,2017-04-01,4.0,6.0,Taliban
Maiduguri,11.873005,13.250529,2017-04-02,2.0,0.0,Boko Haram
Dusuman,11.930569,13.243972,2017-04-02,1.0,1.0,Boko Haram
Balbelu,11.922882,13.281358,2017-04-02,1.0,0.0,Boko Haram
Tarmiyah,33.669689,44.381317,2017-04-02,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mora,11.046735,14.140454,2017-04-03,2.0,0.0,Boko Haram
Saint Petersburg,59.853371,30.348433,2017-04-03,16.0,63.0,Imam Shamil Battalion
Fallujah,33.349159,43.784199,2017-04-03,4.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Bak district,33.509963,70.121765,2017-04-02,0.0,1.0,Unknown
Iskandariyah,32.887157,44.341637,2017-04-04,,,Islamic State of Iraq and the Levant (ISIL)
Tikrit,34.621521,43.668377,2017-04-04,36.0,42.0,Islamic State of Iraq and the Levant (ISIL)
Sharana,33.1782,68.752533,2017-04-04,1.0,0.0,Haqqani Network
Lahore,31.50547,74.34288,2017-04-05,9.0,18.0,Tehrik-i-Taliban Pakistan (TTP)
Mosul,36.354145,43.14357,2017-04-05,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mazrah,34.884941,43.492664,2017-04-06,4.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Hajjaj,34.834415,43.515133,2017-04-06,4.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Baiji,34.92485,43.491413,2017-04-06,2.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Baiji,34.92485,43.491413,2017-04-06,2.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Hatra district,35.574122,42.728694,2017-04-06,30.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Gereshk,31.825871,64.576431,2017-04-05,1.0,2.0,Taliban
Maiduguri,11.840929,13.141459,2017-04-08,2.0,5.0,Unknown
Kolofata,11.162543,14.013976,2017-04-08,5.0,23.0,Boko Haram
