city,latitude,longitude,date,nkill,nwound,gname
Har Bracha,32.193339,35.264836,2002-08-31,1.0,2.0,Popular Front for the Liberation of Palestine (PFLP)
Umm al-Fahm,32.52021,35.151958,2002-09-18,2.0,3.0,Palestinian Islamic Jihad (PIJ)
Tel Aviv,32.08297,34.811886,2002-09-19,6.0,50.0,Hamas (Islamic Resistance Movement)
Guilin,25.273566,110.290195,2002-10-02,1.0,18.0,Unknown
Gulf of Aden,12.533136,47.922339,2002-10-06,1.0,12.0,Al-Qaida
Tel Aviv,32.08297,34.811886,2002-10-10,2.0,12.0,Unknown
Tel Aviv,32.08297,34.811886,2002-10-11,0.0,0.0,Unknown
Kuta,-8.722791,115.17229,2002-10-12,101.0,150.0,Jemaah Islamiya (JI)
Kuta,-8.722791,115.17229,2002-10-12,101.0,150.0,Jemaah Islamiya (JI)
Pardes Hanna,32.473605,34.975094,2002-10-22,16.0,50.0,Palestinian Islamic Jihad (PIJ)
Ariel,32.100242,35.166667,2002-10-27,4.0,0.0,Al-Aqsa Martyrs Brigade
Kefar Sava,32.178344,34.907985,2002-11-04,3.0,40.0,Jerusalem Groups Hebrew (Qvutzot Yerushalayim)
Malgobek,43.511111,44.6,2002-11-14,4.0,8.0,Unknown
Jerusalem,31.771599,35.2034,2002-11-21,12.0,47.0,Hamas (Islamic Resistance Movement)
Srinagar,34.08374,74.789902,2002-11-21,8.0,10.0,Lashkar-e-Taiba (LeT)
Erez,31.558212,34.543305,2002-11-22,2.0,4.0,Palestinian Islamic Jihad (PIJ)
Erez,31.558212,34.543305,2002-11-27,1.0,0.0,Popular Front for the Liberation of Palestine (PFLP)
Mombasa,-4.090508,39.647758,2002-11-28,16.0,0.0,Al-Qaida
Kabul,34.516895,69.147011,2002-12-19,1.0,2.0,Unknown
Grozny,43.320229,45.654491,2002-12-27,57.0,121.0,Chechen Rebels
Tel Aviv,32.08297,34.811886,2003-01-05,24.0,103.0,Al-Aqsa Martyrs Brigade
Arauquita,7.027345,-71.428555,2003-01-08,1.0,3.0,Unknown
Fortul,6.792231,-71.775544,2003-01-09,4.0,15.0,Unknown
Urus-Martan,43.127544,45.539974,2003-01-10,1.0,0.0,Chechen Rebels
Dugit,31.573713,34.489043,2003-01-17,1.0,0.0,Hamas (Islamic Resistance Movement)
Tame,6.46052,-71.72989,2003-01-26,6.0,6.0,Revolutionary Armed Forces of Colombia (FARC)
Unknown,8.885503,80.276733,2003-02-07,3.0,0.0,Liberation Tigers of Tamil Eelam (LTTE)
Al-Qarrarah,31.371314,34.335304,2003-02-09,3.0,4.0,Palestinian Islamic Jihad (PIJ)
Ramallah,31.907141,35.198219,2003-02-10,0.0,0.0,Hamas (Islamic Resistance Movement)
Kabacan,7.108488,124.826464,2003-02-20,1.0,10.0,Moro Islamic Liberation Front (MILF)
Halabjah,35.183333,45.983333,2003-02-26,4.0,0.0,Ansar al-Islam
Davao City,7.083241,125.600998,2003-03-04,24.0,150.0,Moro Islamic Liberation Front (MILF)
Haifa,32.793921,34.990615,2003-03-05,15.0,55.0,Hamas (Islamic Resistance Movement)
Kiryat Arba,31.529421,35.115659,2003-03-07,4.0,8.0,Hamas (Islamic Resistance Movement)
Nahal Negohot,31.492863,34.983321,2003-03-07,2.0,0.0,Hamas (Islamic Resistance Movement)
Unknown,,,2003-03-13,1.0,0.0,Unknown
Khurmal,35.302275,46.035178,2003-03-22,5.0,9.0,Ansar al-Islam
Najaf,32.000596,44.330818,2003-03-29,6.0,0.0,Unknown
Netanya,32.330281,34.852969,2003-03-30,1.0,26.0,Palestinian Islamic Jihad (PIJ)
Kefar Sava,32.178344,34.907985,2003-04-24,2.0,9.0,Al-Aqsa Martyrs Brigade
Srinagar,34.08374,74.789902,2003-04-26,5.0,3.0,Muslim Rebels
Tel Aviv,32.08297,34.811886,2003-04-30,4.0,,Al-Aqsa Martyrs Brigade
Kfar Darom,31.403091,34.369053,2003-05-08,1.0,0.0,Al-Aqsa Martyrs Brigade
Znamenskoye,43.6753,45.1277,2003-05-12,59.0,197.0,Chechen Rebels
Riyadh,24.64732,46.714581,2003-05-12,12.0,,Al-Qaida in Saudi Arabia
Riyadh,24.64732,46.714581,2003-05-12,11.0,,Al-Qaida in Saudi Arabia
Riyadh,24.64732,46.714581,2003-05-12,11.0,,Al-Qaida in Saudi Arabia
Ilaskhan-Yurt,43.277772,46.102834,2003-05-14,19.0,78.0,Chechen Rebels
Casablanca,33.59,-7.61,2003-05-16,19.0,20.0,Salafia Jihadia
Casablanca,33.59,-7.61,2003-05-16,6.0,20.0,Salafia Jihadia
Casablanca,33.59,-7.61,2003-05-16,6.0,20.0,Salafia Jihadia
Casablanca,33.59,-7.61,2003-05-16,6.0,20.0,Salafia Jihadia
Casablanca,33.59,-7.61,2003-05-16,8.0,20.0,Salafia Jihadia
Hebron,31.530243,35.094162,2003-05-17,3.0,0.0,Hamas (Islamic Resistance Movement)
Jerusalem,31.771599,35.2034,2003-05-18,8.0,20.0,Hamas (Islamic Resistance Movement)
Dahiat al Barid,31.845007,35.235069,2003-05-18,1.0,0.0,Hamas (Islamic Resistance Movement)
Afula,32.608879,35.289967,2003-05-19,4.0,30.0,Al-Aqsa Martyrs Brigade
Kfar Darom,31.403091,34.369053,2003-05-19,1.0,3.0,Hamas (Islamic Resistance Movement)
Ankara,39.930771,32.76754,2003-05-20,1.0,1.0,Devrimici Halk Kurtulus Cephesi (DHKP/C)
Unknown,43.40517,44.8203,2003-05-21,1.0,0.0,Unknown
Unknown,31.256876,34.316767,2003-05-30,1.0,0.0,Democratic Front for the Liberation of Palestine (DFLP)
Mozdok,43.645784,44.681995,2003-06-05,20.0,11.0,Chechen Rebels
Kabul,34.516895,69.147011,2003-06-07,6.0,29.0,Al-Qaida
Jerusalem,31.771599,35.2034,2003-06-11,17.0,75.0,Hamas (Islamic Resistance Movement)
Sdei Trumot,32.441178,35.484694,2003-06-19,2.0,,Palestinian Islamic Jihad (PIJ)
Grozny,43.320229,45.654491,2003-06-20,8.0,38.0,Chechen Rebels
Jammu,32.726602,74.857026,2003-06-28,14.0,7.0,Unknown
Quetta,30.200819,66.994354,2003-07-04,53.0,53.0,Lashkar-e-Jhangvi
Pokrovskoye-Streshnevo,55.751377,37.579914,2003-07-05,16.0,,Chechen Rebels
Kfar Yavetz,32.273945,34.965463,2003-07-07,1.0,3.0,Palestinian Islamic Jihad (PIJ)
Jammu district,32.726602,74.857026,2003-07-22,8.0,2.0,Al-Shuda Brigade
Shorkot,30.834238,72.075992,2003-07-28,1.0,5.0,Unknown
Mozdok,43.75,44.65,2003-08-01,40.0,76.0,Chechen Rebels
Jakarta,-6.208821,106.846046,2003-08-05,15.0,149.0,Jemaah Islamiya (JI)
Rosh Haayin,32.09792,34.954537,2003-08-12,3.0,10.0,Unknown
Ariel,32.100242,35.166667,2003-08-12,2.0,2.0,Unknown
Baghdad,33.303566,44.371773,2003-08-19,24.0,100.0,Armed Vanguards of a Second Mohammed Army
Jerusalem,31.771599,35.2034,2003-08-19,19.0,100.0,Hamas (Islamic Resistance Movement)
Jerusalem,31.771599,35.2034,2003-09-09,5.0,40.0,Hamas (Islamic Resistance Movement)
Tzrifin,31.958127,34.843658,2003-09-09,9.0,14.0,Hamas (Islamic Resistance Movement)
Arbil,36.192589,44.004623,2003-09-10,4.0,53.0,Tawhid and Jihad
Baghdad,33.303566,44.371773,2003-09-22,2.0,17.0,Unknown
Haifa,32.793921,34.990615,2003-10-04,23.0,50.0,Palestinian Islamic Jihad (PIJ)
Baghdad,33.303566,44.371773,2003-10-09,9.0,45.0,Unknown
Tulkarem,32.312052,35.026458,2003-10-09,1.0,3.0,Al-Aqsa Martyrs Brigade
Baghdad,33.303566,44.371773,2003-10-12,7.0,35.0,Al-Qaida in Iraq
Baghdad,33.303566,44.371773,2003-10-14,2.0,3.0,Unknown
Baghdad,33.303566,44.371773,2003-10-27,13.0,58.0,Unknown
Baghdad,33.303566,44.371773,2003-10-27,17.0,58.0,Unknown
Baghdad,33.303566,44.371773,2003-10-27,4.0,57.0,Unknown
Baghdad,33.303566,44.371773,2003-10-27,5.0,57.0,Unknown
Azzun,32.177105,35.056033,2003-11-03,1.0,0.0,Unknown
Riyadh,24.64732,46.714581,2003-11-08,17.0,122.0,Al-Qaida in Saudi Arabia
Nasiriyah,31.044371,46.261452,2003-11-12,27.0,80.0,Unknown
Istanbul,41.106178,28.689863,2003-11-14,11.0,151.0,Great Eastern Islamic Raiders Front (IBDA-C)
Istanbul,41.106178,28.689863,2003-11-14,11.0,151.0,Great Eastern Islamic Raiders Front (IBDA-C)
Istanbul,41.106178,28.689863,2003-11-20,16.0,224.0,Al-Qaida
Istanbul,41.106178,28.689863,2003-11-20,16.0,224.0,Al-Qaida
Kirkuk,35.45211,44.375465,2003-11-20,5.0,40.0,Unknown
Bardala,32.386571,35.480025,2003-12-03,0.0,0.0,Palestinian Islamic Jihad (PIJ)
Yessentuki,44.033333,42.85,2003-12-05,47.0,170.0,Chechen Rebels
Rosh Haayin,32.09792,34.954537,2003-12-08,0.0,0.0,Al-Aqsa Martyrs Brigade
Tverskoy,55.751377,37.579914,2003-12-09,6.0,14.0,Chechen Rebels
Arbil,36.192589,44.004623,2003-12-24,4.0,101.0,Unknown
Tel Aviv,32.08297,34.811886,2003-12-25,4.0,13.0,Popular Front for the Liberation of Palestine (PFLP)
Rawalpindi,33.594013,73.069077,2003-12-25,15.0,46.0,Al-Qaida
Karbala,32.604393,44.007145,2003-12-27,6.0,56.0,Baathist extremists
Karbala,32.604393,44.007145,2003-12-27,4.0,56.0,Baathist extremists
Karbala,32.604393,44.007145,2003-12-27,13.0,55.0,Baathist extremists
Qedumim,32.213105,35.157601,2004-01-11,1.0,0.0,Palestinian Islamic Jihad (PIJ)
Erez,31.558212,34.543305,2004-01-14,5.0,7.0,Hamas (Islamic Resistance Movement)
Baqubah,33.74324,44.623825,2004-01-14,5.0,30.0,Unknown
Baghdad,33.303566,44.371773,2004-01-18,25.0,100.0,Unknown
Zhengzhou,34.746611,113.625355,2004-01-23,2.0,3.0,Unknown
Kabul,34.516895,69.147011,2004-01-27,3.0,10.0,Unknown
Kabul,34.516895,69.147011,2004-01-28,2.0,4.0,Taliban
Baghdad,33.303566,44.371773,2004-01-28,3.0,15.0,Unknown
Jerusalem,31.771599,35.2034,2004-01-29,11.0,50.0,Al-Aqsa Martyrs Brigade
Mosul,36.354145,43.14357,2004-01-31,10.0,45.0,Unknown
Arbil,36.192589,44.004623,2004-02-01,50.0,134.0,Unknown
Arbil,36.192589,44.004623,2004-02-01,50.0,133.0,Unknown
Iskandariyah,32.887157,44.341637,2004-02-10,71.0,150.0,Tawhid and Jihad
Baghdad,33.303566,44.371773,2004-02-11,47.0,,Unknown
Hillah,32.469238,44.416637,2004-02-18,12.0,100.0,Tawhid and Jihad
Jerusalem,31.771599,35.2034,2004-02-22,8.0,60.0,Al-Aqsa Martyrs Brigade
Kirkuk,35.45211,44.375465,2004-02-23,10.0,52.0,Unknown
Karbala,32.604393,44.007145,2004-03-02,110.0,233.0,Tawhid and Jihad
Baghdad,33.303566,44.371773,2004-03-02,58.0,167.0,Tawhid and Jihad
Erez,31.558212,34.543305,2004-03-06,6.0,20.0,Hamas (Islamic Resistance Movement)
Istanbul,41.106178,28.689863,2004-03-09,2.0,6.0,Unknown
Ashdod,31.821444,34.665169,2004-03-14,12.0,20.0,Hamas (Islamic Resistance Movement)
Brescia,45.539838,10.222956,2004-03-28,1.0,0.0,Moroccan extremists
Tashkent,41.266667,69.216667,2004-03-29,6.0,20.0,Unknown
Hillah,32.469238,44.416637,2004-03-30,1.0,6.0,Unknown
Yalangach,41.364635,69.38687,2004-03-31,23.0,5.0,Unknown
Between Nazran and Magas,43.228362,44.8335,2004-04-06,1.0,8.0,Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs
Quetta,30.200819,66.994354,2004-04-15,11.0,0.0,Taliban (Pakistan)
Erez,31.558212,34.543305,2004-04-17,2.0,3.0,Unknown
Riyadh,24.64732,46.714581,2004-04-23,5.0,145.0,Al-Haramayn Brigades
Basra,30.510054,47.778095,2004-04-24,6.0,4.0,Tawhid and Jihad
Basra district,30.5,47.816667,2004-04-24,3.0,4.0,Tawhid and Jihad
Tikrit,34.621521,43.668377,2004-04-24,5.0,16.0,Unknown
Unknown,31.357597,34.327379,2004-04-28,1.0,4.0,Hamas (Islamic Resistance Movement)
Baghdad,33.303566,44.371773,2004-05-06,7.0,25.0,Tawhid and Jihad
Karachi,24.891115,67.143311,2004-05-07,18.0,100.0,Lashkar-e-Jhangvi
Grozny,43.320229,45.654491,2004-05-09,4.0,53.0,Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs
Baghdad,33.303566,44.371773,2004-05-17,8.0,7.0,Unknown
Beqa'ot,32.243008,35.456097,2004-05-22,1.0,4.0,Unknown
Baghdad,33.303566,44.371773,2004-05-31,3.0,25.0,Unknown
Baghdad,33.303566,44.371773,2004-06-06,10.0,,Tawhid and Jihad
Baquba,33.79477,44.599747,2004-06-08,5.0,0.0,Unknown
Baghdad,33.303566,44.371773,2004-06-13,12.0,,Unknown
Baghdad,33.303566,44.371773,2004-06-24,5.0,,Unknown
Ramallah,31.907141,35.198219,2004-07-02,0.0,0.0,Al-Aqsa Martyrs Brigade
Khalis,33.848618,44.522125,2004-07-06,9.0,37.0,Unknown
Colombo,6.941837,79.861687,2004-07-07,5.0,9.0,Liberation Tigers of Tamil Eelam (LTTE)
Baghdad,33.303566,44.371773,2004-07-14,10.0,20.0,Unknown
Hadithah,34.160587,42.37254,2004-07-15,10.0,27.0,Unknown
Karbala,32.604393,44.007145,2004-07-15,2.0,0.0,Unknown
Baghdad,33.303566,44.371773,2004-07-17,6.0,,Tawhid and Jihad
Mahmudiyah,33.057991,44.354839,2004-07-17,2.0,50.0,Tawhid and Jihad
Baghdad,33.303566,44.371773,2004-07-19,10.0,,Unknown
Mosul,36.354145,43.14357,2004-07-26,2.0,7.0,Unknown
Baqubah,33.74324,44.623825,2004-07-28,70.0,56.0,Tawhid and Jihad
Tashkent,41.266667,69.216667,2004-07-30,3.0,1.0,Islamic Jihad Group (IJG)
Tashkent,41.266667,69.216667,2004-07-30,2.0,1.0,Islamic Jihad Group (IJG)
Tashkent,41.266667,69.216667,2004-07-30,2.0,4.0,Islamic Jihad Group (IJG)
Fateh Jang,33.565614,72.643393,2004-07-30,9.0,50.0,Islambouli Brigades of al-Qaida
Mosul,36.354145,43.14357,2004-08-01,5.0,51.0,Unknown
Nablus,32.222271,35.253506,2004-08-04,0.0,0.0,Unknown
Rostov-on-Don,47.236383,39.579933,2004-08-24,46.0,0.0,Islambouli Brigades of al-Qaida
Gluboky,54.080865,36.422333,2004-08-24,44.0,0.0,Islambouli Brigades of al-Qaida
Baghdad,33.303566,44.371773,2004-08-24,5.0,10.0,Tawhid and Jihad
Meshchansky,55.751377,37.579914,2004-08-31,11.0,50.0,Islambouli Brigades of al-Qaida
Beslan,43.191626,44.541763,2004-09-01,344.0,727.0,Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs
Inirida,3.86547,-67.92671,2004-09-03,2.0,2.0,Revolutionary Armed Forces of Colombia (FARC)
Kirkuk,35.45211,44.375465,2004-09-04,20.0,36.0,Tawhid and Jihad
Moscow,55.751377,37.579914,2004-09-05,10.0,51.0,Islambouli Brigades of al-Qaida
Jakarta,-6.208821,106.846046,2004-09-09,10.0,182.0,Jemaah Islamiya (JI)
Baghdad,33.303566,44.371773,2004-09-12,1.0,0.0,Tawhid and Jihad
Abu Ghraib,33.31065,44.038208,2004-09-12,1.0,0.0,Tawhid and Jihad
Qalqilya,32.189083,34.971905,2004-09-14,1.0,3.0,Unknown
Baghdad,33.303566,44.371773,2004-09-22,8.0,53.0,Tawhid and Jihad
Jerusalem,31.784838,35.224613,2004-09-22,3.0,17.0,Al-Aqsa Martyrs Brigade
Baghdad,33.303566,44.371773,2004-09-22,6.0,20.0,Tawhid and Jihad
Baghdad,33.303566,44.371773,2004-09-22,2.0,19.0,Tawhid and Jihad
Karma,33.403057,43.911865,2004-09-26,2.0,,Unknown
Abu Ghraib,33.31065,44.038208,2004-09-30,4.0,63.0,Unknown
Sialkot,32.493537,74.530343,2004-10-01,31.0,51.0,Unknown
Anah,34.367733,41.985275,2004-10-06,16.0,30.0,Tawhid and Jihad
Taba,29.490095,34.899447,2004-10-07,32.0,159.0,Abdullah Azzam Brigades
Ras Shitan,29.126222,34.684259,2004-10-07,3.0,6.0,Abdullah Azzam Brigades
Ras Shitan,29.122501,34.683143,2004-10-07,2.0,6.0,Abdullah Azzam Brigades
Lahore,31.50547,74.34288,2004-10-10,4.0,,Unknown
Baghdad,33.303566,44.371773,2004-10-10,17.0,,Unknown
Baghdad,33.303566,44.371773,2004-10-10,4.0,,Unknown
Mosul,36.354145,43.14357,2004-10-11,3.0,27.0,Tawhid and Jihad
Mahawil,32.654751,44.408989,2004-10-12,8.0,12.0,Unknown
Baghdad,33.303566,44.371773,2004-10-14,12.0,,Tawhid and Jihad
Baghdad,33.303566,44.371773,2004-10-15,11.0,4.0,Unknown
Baghdad,33.303566,44.371773,2004-10-17,7.0,26.0,Unknown
Mosul,36.354145,43.14357,2004-10-17,6.0,15.0,Unknown
Samarra,34.208416,43.890713,2004-10-20,10.0,14.0,Unknown
Kabul,34.516895,69.147011,2004-10-23,3.0,9.0,Taliban
Al-Baghdadi,33.864799,42.536385,2004-10-23,17.0,40.0,Unknown
Ishaqi,34.023571,44.031361,2004-10-23,5.0,6.0,Unknown
Mosul,36.354145,43.14357,2004-10-25,3.0,1.0,Unknown
Mosul,36.354145,43.14357,2004-10-25,1.0,2.0,Unknown
Baghdad,33.303566,44.371773,2004-10-30,8.0,19.0,1920 Revolution Brigades
Tel Aviv,32.08297,34.811886,2004-11-01,5.0,32.0,Popular Front for the Liberation of Palestine (PFLP)
Baghdad,33.303566,44.371773,2004-11-02,9.0,10.0,Unknown
Makhachkala,42.98542,47.450668,2004-11-02,1.0,3.0,Unknown
Baghdad,33.303566,44.371773,2004-11-08,6.0,0.0,Unknown
Sunderbani,33.049293,74.490661,2004-11-08,1.0,4.0,Unknown
Baghdad,33.303566,44.371773,2004-11-11,18.0,30.0,Unknown
Baghdad,33.303566,44.371773,2004-11-18,3.0,4.0,Unknown
Baghdad,33.303566,44.371773,2004-11-19,4.0,13.0,Unknown
Baghdad,33.318595,44.513997,2004-11-19,6.0,10.0,Unknown
Samarra,34.208416,43.890713,2004-11-25,3.0,13.0,Unknown
Samarra,34.208416,43.890713,2004-11-25,1.0,0.0,Unknown
Al-Baghdadi,33.864799,42.536385,2004-11-29,13.0,10.0,Unknown
Latifiyah,32.982933,44.361595,2004-12-01,0.0,7.0,Unknown
Sopore,34.288891,74.463715,2004-12-03,7.0,10.0,Al-Mansoorian
Nablus,32.222271,35.253506,2004-12-04,0.0,0.0,Popular Front for the Liberation of Palestine (PFLP)
Baghdad,33.303566,44.371773,2004-12-14,2.0,12.0,Al-Qaida in Iraq
Baghdad,33.303566,44.371773,2004-12-15,8.0,12.0,Unknown
Mosul,36.354145,43.14357,2004-12-21,23.0,66.0,Ansar al-Sunna
Baghdad,33.303566,44.371773,2004-12-26,9.0,0.0,Unknown
Baghdad,33.303566,44.371773,2004-12-28,15.0,48.0,Unknown
Riyadh,24.64732,46.714581,2004-12-29,8.0,90.0,Al-Qaida in Saudi Arabia
Siniyah,32.503611,44.313056,2004-12-31,7.0,,Unknown
Baghdad,33.303566,44.371773,2005-01-01,5.0,,Unknown
Taza Khurmatu,35.303047,44.329933,2005-01-02,1.0,,Unknown
Balad,34.010471,44.148235,2005-01-02,28.0,6.0,Unknown
Baghdad,33.303566,44.371773,2005-01-03,5.0,24.0,Ansar al-Sunna
Baqubah,33.74324,44.623825,2005-01-05,7.0,13.0,Unknown
Hillah,32.469238,44.416637,2005-01-05,11.0,41.0,Unknown
Mahawil,32.654751,44.408989,2005-01-08,5.0,19.0,Unknown
Tikrit,34.621521,43.668377,2005-01-11,8.0,8.0,Al-Qaida in Iraq
Baiji,34.92485,43.491413,2005-01-17,8.0,15.0,Unknown
Gosh Qatif,31.355579,34.274364,2005-01-18,2.0,8.0,Hamas (Islamic Resistance Movement)
Baghdad,33.303566,44.371773,2005-01-18,5.0,8.0,Unknown
Basra,30.510054,47.778095,2005-01-20,3.0,,Al-Qaida in Iraq
Baghdad,33.303566,44.371773,2005-01-21,15.0,,Sunni Muslim extremists
Usifia,,,2005-01-21,12.0,23.0,Al-Qaida in Iraq
Baghdad,33.303566,44.371773,2005-01-24,1.0,10.0,Unknown
Baghdad,33.303566,44.371773,2005-01-26,1.0,8.0,Unknown
Baqubah,33.74324,44.623825,2005-02-07,16.0,17.0,Unknown
Mosul,36.354145,43.14357,2005-02-07,12.0,7.0,Al-Qaida in Iraq
Baghdad,33.303566,44.371773,2005-02-08,21.0,27.0,Al-Qaida in Iraq
Balad Ruz,33.693947,45.067425,2005-02-11,14.0,22.0,Unknown
Musayib,32.777344,44.289352,2005-02-12,18.0,21.0,Al-Qaida in Iraq
Baghdad,33.303566,44.371773,2005-02-18,15.0,33.0,Unknown
Baghdad,33.303566,44.371773,2005-02-18,4.0,8.0,Unknown
Baghdad,33.303566,44.371773,2005-02-19,4.0,37.0,Unknown
Baqubah,33.74324,44.623825,2005-02-19,3.0,,Al-Qaida in Iraq
Baghdad,33.303566,44.371773,2005-02-19,19.0,,Unknown
Tikrit,34.621521,43.668377,2005-02-24,12.0,35.0,Unknown
Tel Aviv,32.08297,34.811886,2005-02-25,5.0,53.0,Palestinian Islamic Jihad (PIJ)
Hillah,32.469238,44.416637,2005-02-28,110.0,130.0,Unknown
Baghdad,33.303566,44.371773,2005-03-02,15.0,30.0,Unknown
Baghdad,33.303566,44.371773,2005-03-02,7.0,2.0,Al-Qaida in Iraq
Baghdad,33.303566,44.371773,2005-03-03,9.0,7.0,Al-Qaida in Iraq
Balad,34.010471,44.148235,2005-03-07,16.0,23.0,Al-Qaida in Iraq
Baqubah,33.74324,44.623825,2005-03-07,11.0,,Al-Qaida in Iraq
Baghdad,33.303566,44.371773,2005-03-09,4.0,30.0,Unknown
Mosul,36.354145,43.14357,2005-03-10,47.0,80.0,Unknown
Yusufiyah,33.07835,44.254719,2005-03-14,5.0,0.0,Unknown
Baghdad,33.303566,44.371773,2005-03-15,1.0,4.0,Unknown
Doha,25.29161,51.530437,2005-03-19,2.0,12.0,Organization of Soldiers of the Levant
Fatehpur,31.177809,71.209295,2005-03-19,51.0,,Unknown
Mosul,36.354145,43.14357,2005-03-20,4.0,2.0,Al-Qaida in Iraq
Fallujah,33.349159,43.784199,2005-03-20,3.0,0.0,Unknown
Ramadi,33.420948,43.295662,2005-03-24,11.0,9.0,Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq)
Musayib,32.777344,44.289352,2005-03-28,6.0,0.0,Unknown
Jalalabad,34.417122,70.449593,2005-03-30,1.0,0.0,Unknown
Tuz Khormato,34.881348,44.62513,2005-03-31,6.0,16.0,Unknown
Abu Ghraib,33.31065,44.038208,2005-04-04,1.0,4.0,Unknown
Mosul,36.354145,43.14357,2005-04-09,2.0,10.0,Unknown
Samarra,34.208416,43.890713,2005-04-11,4.0,27.0,Unknown
Baghdad,33.303566,44.371773,2005-04-14,20.0,24.0,Al-Qaida in Iraq
Tikrit,34.621521,43.668377,2005-04-14,1.0,,Unknown
Mahawil,32.654751,44.408989,2005-04-14,5.0,6.0,Unknown
Baghdad,33.303566,44.371773,2005-04-15,1.0,5.0,Al-Qaida in Iraq
Baghdad,33.303566,44.371773,2005-04-19,6.0,20.0,Unknown
Abu Ghraib,33.31065,44.038208,2005-04-23,10.0,20.0,Al-Qaida in Iraq
Ramadi,33.420948,43.295662,2005-04-23,1.0,,Unknown
Cairo,30.084629,31.334314,2005-04-30,1.0,7.0,Unknown
Mosul,36.354145,43.14357,2005-04-30,2.0,4.0,Unknown
Baqubah,33.74324,44.623825,2005-04-30,5.0,20.0,Unknown
Baghdad,33.303566,44.371773,2005-04-30,2.0,10.0,Unknown
Baghdad,33.303566,44.371773,2005-04-30,3.0,10.0,Al-Qaida in Iraq
Tal Afar,36.376823,42.448875,2005-05-01,25.0,30.0,Unknown
Baghdad,33.303566,44.371773,2005-05-01,4.0,12.0,Al-Qaida in Iraq
Mosul,36.354145,43.14357,2005-05-02,3.0,15.0,Unknown
Arbil,36.192589,44.004623,2005-05-04,60.0,150.0,Ansar al-Sunna
Baghdad,33.303566,44.371773,2005-05-04,10.0,17.0,Unknown
Baghdad,33.287345,44.319487,2005-05-05,14.0,6.0,Unknown
Tikrit,34.621521,43.668377,2005-05-06,8.0,,Unknown
Suwayrah,32.925266,44.770956,2005-05-06,59.0,44.0,Unknown
Kabul,34.516895,69.147011,2005-05-07,3.0,6.0,Unknown
Baghdad,33.303566,44.371773,2005-05-07,22.0,35.0,Al-Qaida in Iraq
Hadithah,34.160587,42.37254,2005-05-07,4.0,99.0,Unknown
Baghdad,33.303566,44.371773,2005-05-09,4.0,8.0,Unknown
Baghdad,33.303566,44.371773,2005-05-10,7.0,16.0,Unknown
Tikrit,34.621521,43.668377,2005-05-11,28.0,60.0,Ansar al-Sunna
Hawijah,35.326122,43.780811,2005-05-11,31.0,35.0,Unknown
Baghdad,33.303566,44.371773,2005-05-11,4.0,99.0,Unknown
Baghdad,33.303566,44.371773,2005-05-11,3.0,99.0,Unknown
Baghdad,33.303566,44.371773,2005-05-12,15.0,,Al-Qaida in Iraq
Baqubah,33.74324,44.623825,2005-05-13,4.0,6.0,Unknown
Baghdad,33.303566,44.371773,2005-05-14,6.0,12.0,Unknown
Baqubah,33.74324,44.623825,2005-05-15,1.0,3.0,Unknown
Baghdad,33.303566,44.371773,2005-05-20,3.0,3.0,Unknown
Tuz Khormato,34.881348,44.62513,2005-05-23,6.0,18.0,Ansar al-Sunna
Tal Afar,36.376823,42.448875,2005-05-23,20.0,20.0,Unknown
Mahmudiyah,33.057991,44.354839,2005-05-23,8.0,23.0,Unknown
Islamabad,33.671638,73.056068,2005-05-27,20.0,100.0,Unknown
Baghdad,33.303566,44.371773,2005-05-29,3.0,6.0,Unknown
Baghdad,33.303566,44.371773,2005-05-29,2.0,,Unknown
Hillah,32.469238,44.416637,2005-05-30,34.0,108.0,Al-Qaida in Iraq
Karachi,24.891115,67.143311,2005-05-30,5.0,23.0,Unknown
Hillah,32.469238,44.416637,2005-05-30,27.0,128.0,Al-Qaida in Iraq
Kandahar,31.631083,65.742226,2005-06-01,21.0,52.0,Al-Qaida
Baghdad,33.303566,44.371773,2005-06-11,1.0,0.0,Al-Qaida in Iraq
Baghdad,33.303566,44.371773,2005-06-13,3.0,,Al-Qaida in Iraq
Kirkuk,35.45211,44.375465,2005-06-14,20.0,65.0,Ansar al-Islam
Fallujah,33.349159,43.784199,2005-06-18,2.0,11.0,Unknown
Baghdad,33.303566,44.371773,2005-06-19,23.0,,Al-Qaida in Iraq
Arbil,36.192589,44.004623,2005-06-20,14.0,130.0,Unknown
Baghdad,33.303566,44.371773,2005-06-23,20.0,50.0,Unknown
Samarra,34.208416,43.890713,2005-06-26,7.0,0.0,Unknown
Baghdad,33.303566,44.371773,2005-07-01,2.0,0.0,Al-Qaida in Iraq
Ankara,39.930771,32.76754,2005-07-01,1.0,0.0,Kurdistan Workers' Party (PKK)
Baghdad,33.303566,44.371773,2005-07-02,20.0,21.0,Al-Qaida in Iraq
Hillah,32.469238,44.416637,2005-07-02,8.0,26.0,Al-Qaida in Iraq
Ramadi,33.420948,43.295662,2005-07-03,1.0,,Unknown
Babil,32.539722,44.414722,2005-07-03,9.0,31.0,Unknown
